(22, 0)
(22, 1)
(22, 2)
(21, 2)
(21, 3)
(21, 4)
(21, 5)
(21, 6)
(20, 6)
(20, 7)
(20, 8)
(21, 8)
(21, 9)
(21, 10)
(21, 11)
(20, 11)
(19, 11)
(19, 12)
(19, 13)
(18, 13)
(17, 13)
(16, 13)
(16, 14)
(15, 14)
(14, 14)
(14, 13)
(13, 13)
(12, 13)
(11, 13)
(11, 14)
(12, 14)
(12, 15)
(13, 15)
(14, 15)
(15, 15)
(15, 16)
(14, 16)
(14, 17)
(13, 17)
(13, 18)
(12, 18)
(11, 18)
(10, 18)
(9, 18)
(8, 18)
(8, 19)
(8, 20)
(8, 21)
(9, 21)
(10, 21)
(10, 22)
(11, 22)
(12, 22)
(12, 21)
(13, 21)
(13, 20)
(14, 20)
(14, 21)
(14, 22)
(13, 22)
(13, 23)
(13, 24)
(13, 25)
(14, 25)
(15, 25)
(15, 26)
(14, 26)
(14, 27)
(13, 27)
(13, 28)
(12, 28)
(12, 29)
(11, 29)
(10, 29)
(9, 29)
(9, 30)
(10, 30)
(10, 31)
(10, 32)
(11, 32)
(12, 32)
(12, 33)
(11, 33)
(10, 33)
(9, 33)
(8, 33)
(8, 34)
(7, 34)
(6, 34)
(6, 35)
(5, 35)
(5, 36)
(5, 37)
(6, 37)
(7, 37)
(8, 37)
(9, 37)
(10, 37)
(10, 38)
(10, 39)
(9, 39)
(9, 40)
(8, 40)
(8, 39)
(7, 39)
(7, 40)
(7, 41)
(7, 42)
(7, 43)
(8, 43)
(8, 44)
(8, 45)
(8, 46)
(9, 46)
(9, 45)
(9, 44)
(10, 44)
(11, 44)
(11, 45)
(11, 46)
(11, 47)
(11, 48)
(11, 49)
(12, 49)
(12, 50)
(12, 51)
(13, 51)
(13, 50)
(14, 50)
(14, 51)
(15, 51)
(15, 52)
(14, 52)
(14, 53)
(14, 54)
(14, 55)
(15, 55)
(16, 55)
(16, 56)
(17, 56)
(18, 56)
(19, 56)
(20, 56)
(21, 56)
(21, 57)
(22, 57)
(23, 57)
(23, 58)
(23, 59)
