(336, 0)
(336, 1)
(335, 1)
(335, 2)
(334, 2)
(334, 3)
(334, 4)
(333, 4)
(333, 5)
(332, 5)
(331, 5)
(330, 5)
(330, 6)
(331, 6)
(331, 7)
(332, 7)
(333, 7)
(334, 7)
(334, 8)
(335, 8)
(335, 9)
(336, 9)
(336, 8)
(337, 8)
(337, 7)
(338, 7)
(338, 8)
(338, 9)
(338, 10)
(337, 10)
(337, 11)
(336, 11)
(336, 12)
(337, 12)
(337, 13)
(337, 14)
(336, 14)
(336, 15)
(337, 15)
(338, 15)
(338, 14)
(339, 14)
(340, 14)
(341, 14)
(341, 13)
(342, 13)
(342, 12)
(341, 12)
(341, 11)
(342, 11)
(342, 10)
(341, 10)
(340, 10)
(340, 9)
(341, 9)
(341, 8)
(342, 8)
(343, 8)
(344, 8)
(344, 9)
(345, 9)
(345, 8)
(345, 7)
(346, 7)
(346, 8)
(346, 9)
(347, 9)
(347, 10)
(348, 10)
(349, 10)
(350, 10)
(351, 10)
(351, 11)
(351, 12)
(352, 12)
(353, 12)
(353, 11)
(354, 11)
(355, 11)
(356, 11)
(357, 11)
(358, 11)
(359, 11)
(359, 12)
(360, 12)
(361, 12)
(361, 13)
(362, 13)
(362, 14)
(363, 14)
(363, 15)
(363, 16)
(364, 16)
(364, 17)
(364, 18)
(363, 18)
(363, 19)
(363, 20)
(363, 21)
(363, 22)
(364, 22)
(364, 23)
(364, 24)
(363, 24)
(362, 24)
(361, 24)
(360, 24)
(359, 24)
(359, 25)
(360, 25)
(361, 25)
(362, 25)
(362, 26)
(361, 26)
(361, 27)
(362, 27)
(362, 28)
(362, 29)
(362, 30)
(362, 31)
(361, 31)
(361, 32)
(360, 32)
(359, 32)
(358, 32)
(358, 33)
(358, 34)
(358, 35)
(358, 36)
(358, 37)
(358, 38)
(357, 38)
(357, 39)
(356, 39)
(355, 39)
(354, 39)
(353, 39)
(352, 39)
(351, 39)
(351, 40)
(350, 40)
(349, 40)
(348, 40)
(348, 41)
(348, 42)
(348, 43)
(348, 44)
(348, 45)
(349, 45)
(349, 44)
(350, 44)
(350, 45)
(350, 46)
(349, 46)
(349, 47)
(348, 47)
(348, 48)
(348, 49)
(349, 49)
(350, 49)
(351, 49)
(351, 50)
(352, 50)
(353, 50)
(354, 50)
(354, 51)
(354, 52)
(354, 53)
(353, 53)
(353, 54)
(353, 55)
(352, 55)
(351, 55)
(351, 56)
(351, 57)
(350, 57)
(349, 57)
(349, 58)
(348, 58)
(348, 59)
(349, 59)
(349, 60)
(348, 60)
(347, 60)
(346, 60)
(345, 60)
(345, 61)
(344, 61)
(344, 62)
(345, 62)
(346, 62)
(346, 63)
(345, 63)
(345, 64)
(346, 64)
(347, 64)
(347, 65)
(347, 66)
(348, 66)
(348, 67)
(348, 68)
(349, 68)
(350, 68)
(350, 69)
(351, 69)
(351, 70)
(351, 71)
(352, 71)
(352, 70)
(353, 70)
(354, 70)
(354, 69)
(355, 69)
(356, 69)
(356, 70)
(355, 70)
(355, 71)
(356, 71)
(356, 72)
(357, 72)
(358, 72)
(358, 73)
(359, 73)
(359, 74)
(358, 74)
(357, 74)
(357, 75)
(357, 76)
(357, 77)
(356, 77)
(355, 77)
(354, 77)
(354, 76)
(353, 76)
(352, 76)
(351, 76)
(351, 77)
(350, 77)
(349, 77)
(349, 76)
(349, 75)
(349, 74)
(348, 74)
(348, 75)
(347, 75)
(347, 74)
(347, 73)
(347, 72)
(346, 72)
(345, 72)
(345, 73)
(344, 73)
(344, 72)
(343, 72)
(343, 73)
(342, 73)
(341, 73)
(341, 74)
(340, 74)
(340, 75)
(339, 75)
(338, 75)
(337, 75)
(336, 75)
(336, 76)
(335, 76)
(334, 76)
(334, 77)
(334, 78)
(333, 78)
(332, 78)
(332, 77)
(332, 76)
(333, 76)
(333, 75)
(334, 75)
(334, 74)
(335, 74)
(335, 73)
(335, 72)
(335, 71)
(336, 71)
(337, 71)
(338, 71)
(339, 71)
(339, 70)
(338, 70)
(338, 69)
(338, 68)
(337, 68)
(336, 68)
(335, 68)
(334, 68)
(333, 68)
(332, 68)
(332, 67)
(333, 67)
(333, 66)
(333, 65)
(332, 65)
(331, 65)
(330, 65)
(330, 66)
(329, 66)
(329, 67)
(329, 68)
(329, 69)
(330, 69)
(330, 70)
(329, 70)
(328, 70)
(327, 70)
(327, 69)
(327, 68)
(327, 67)
(327, 66)
(326, 66)
(326, 67)
(325, 67)
(325, 68)
(324, 68)
(324, 69)
(323, 69)
(323, 70)
(323, 71)
(322, 71)
(321, 71)
(320, 71)
(319, 71)
(319, 70)
(319, 69)
(319, 68)
(320, 68)
(320, 67)
(319, 67)
(318, 67)
(317, 67)
(316, 67)
(315, 67)
(315, 66)
(314, 66)
(314, 67)
(314, 68)
(315, 68)
(315, 69)
(314, 69)
(314, 70)
(314, 71)
(313, 71)
(313, 72)
(312, 72)
(312, 73)
(312, 74)
(312, 75)
(313, 75)
(313, 76)
(314, 76)
(314, 77)
(315, 77)
(315, 78)
(315, 79)
(316, 79)
(316, 80)
(315, 80)
(315, 81)
(314, 81)
(314, 82)
(315, 82)
(316, 82)
(316, 83)
(316, 84)
(317, 84)
(317, 85)
(316, 85)
(316, 86)
(316, 87)
(316, 88)
(317, 88)
